special_info,
Kp,Ki,Kd,Kp_pos,Ki_pos,Kd_pos
600,400,2.5,-0.05,0,-0.01
start_time,144.122
omega,2.0
amplitude,0.0,amp_0,50.0
phase/pi,0.0
time,angle,position,angular_velocity,cart_velocity
0.0,0.0,1.0,0.0,0.0
0.04999999999998295,0.0107,-1.0,0.3509,399.9653
0.10299999999998022,-0.0077,-15.0,1.1521,-749.9965
0.1529999999999916,-0.0077,16.0,-1.2093,409.1394
0.20499999999998408,0.0153,-2.0,0.0,349.9515
0.25799999999998136,-0.0077,-1.0,0.5964,-681.7766
0.3079999999999927,-0.0061,37.0,-0.588,500.1143
0.35799999999997567,0.0123,14.0,0.5951,500.0104
0.4089999999999918,-0.0092,10.0,1.151,-699.9135
0.46299999999999386,-0.0077,40.0,-0.7511,358.0048
0.5179999999999723,0.0077,35.0,0.2502,462.0399
0.5719999999999743,-0.0077,45.0,0.6088,-172.6113
0.6269999999999811,-0.0061,70.0,-0.5008,425.4102
0.6809999999999832,0.0,88.0,-0.7384,732.0132
0.73599999999999,0.0,81.0,1.0643,-379.0
0.7879999999999825,-0.0123,126.0,-0.502,431.4644
0.8429999999999893,-0.0015,148.0,-0.4935,722.3153
0.8949999999999818,-0.0138,180.0,0.0,434.8001
0.9469999999999743,-0.0107,208.0,0.2487,549.1996
0.9989999999999952,-0.0138,246.0,0.2489,606.1306
1.0519999999999925,-0.0138,284.0,0.0,641.2121
1.1049999999999898,-0.0184,323.0,-0.2489,508.0501
1.157999999999987,-0.0215,360.0,0.0,603.3156
1.2089999999999748,-0.0261,395.0,0.0,654.0295
1.261999999999972,-0.0245,431.0,-0.4969,687.8522
1.3129999999999882,-0.0307,462.0,0.0,578.2828
1.3629999999999995,-0.0322,490.0,0.0,662.3022
1.4129999999999825,-0.0322,513.0,0.7665,543.9829
1.4669999999999845,-0.0399,543.0,-0.7502,527.1036
1.518999999999977,-0.0276,554.0,-0.2484,748.995
1.5719999999999743,-0.0383,561.0,0.3046,41.7369
1.6219999999999857,-0.0353,582.0,0.0,464.1026
1.674999999999983,-0.0199,572.0,0.2556,349.5614
1.7269999999999754,-0.0414,587.0,-0.2553,-38.8693
1.7809999999999775,-0.0322,590.0,-0.5064,502.4783
1.8319999999999936,-0.0215,565.0,0.7004,-120.4674
1.886999999999972,-0.0383,561.0,0.7426,-364.0625
1.938999999999993,-0.0291,573.0,-1.2309,646.7197
1.9899999999999807,-0.0245,534.0,0.4908,-459.3004
2.042999999999978,-0.0353,528.0,-0.25,-508.6372
2.0929999999999893,-0.0184,502.0,0.0,-122.001
2.1469999999999914,-0.0169,478.0,0.2533,-329.9676
2.198999999999984,-0.0215,460.0,0.0,-448.935
2.251999999999981,-0.0199,436.0,-0.2538,-340.8163
2.3039999999999736,-0.0184,409.0,0.0,-465.2778
2.3569999999999993,-0.0153,389.0,0.0,-250.9747
2.4099999999999966,-0.0153,357.0,-0.2537,-453.6329
2.461999999999989,-0.0138,335.0,0.25,-462.381
2.5149999999999864,-0.0123,309.0,0.4358,-460.1727
2.566999999999979,-0.0107,289.0,0.3006,-523.6058
2.6169999999999902,-0.0123,273.0,0.0,-381.2224
2.671999999999997,-0.0077,250.0,0.254,-431.6606
2.7229999999999848,-0.0061,230.0,0.2502,-585.1437
2.7739999999999725,-0.0153,225.0,0.0,-556.5811
2.829999999999984,-0.0077,223.0,-0.7439,364.127
2.8829999999999814,-0.0046,190.0,0.7434,-601.2241
2.9359999999999786,-0.0184,195.0,-0.5011,-735.6322
2.988999999999976,-0.0123,201.0,-0.9932,320.4693
3.042999999999978,0.0046,175.0,1.0154,-384.1223
3.09699999999998,-0.0169,189.0,-0.2564,-255.9524
3.1469999999999914,-0.0107,203.0,-0.7375,430.8943
3.1969999999999743,0.0,190.0,0.447,-63.4921
3.2479999999999905,-0.0199,206.0,-0.2564,-216.4729
3.299999999999983,-0.0077,226.0,-0.7395,314.2494
3.350999999999999,-0.0061,225.0,0.4467,97.093
3.400999999999982,-0.0153,251.0,0.7229,273.5742
3.4539999999999793,-0.0107,266.0,-0.501,464.3021
3.505999999999972,-0.0184,276.0,0.5106,-140.569
3.5609999999999786,-0.0215,309.0,-0.2507,460.8037
3.6129999999999995,-0.0092,321.0,-0.25,814.2894
3.6629999999999825,-0.0245,344.0,0.0,282.5777
3.7169999999999845,-0.0215,364.0,0.0,341.7443
3.7679999999999723,-0.0215,384.0,0.0,456.8277
3.819999999999993,-0.0245,401.0,-0.4046,470.4973
3.870999999999981,-0.0153,418.0,-0.2477,727.1465
3.924999999999983,-0.0245,419.0,0.7419,-324.6187
3.9769999999999754,-0.0261,452.0,-0.7383,678.8793
4.027999999999992,-0.0169,450.0,0.6088,211.7205
4.079999999999984,-0.0307,472.0,0.0,168.8034
4.1299999999999955,-0.0261,485.0,-0.4954,568.4524
4.1839999999999975,-0.0153,485.0,0.2528,481.6017
4.23599999999999,-0.0307,497.0,0.7555,-369.4268
4.286999999999978,-0.0245,510.0,-0.4965,490.625
4.336999999999989,-0.0245,496.0,0.5002,-92.3077
4.388999999999982,-0.0337,520.0,0.0,241.4773
4.440999999999974,-0.0184,512.0,-0.2498,399.4253
4.49199999999999,-0.0276,495.0,1.2309,-393.1992
4.543999999999983,-0.0337,512.0,-0.4468,154.3706
4.593999999999994,-0.0199,489.0,0.0,178.3172
4.646999999999991,-0.0245,472.0,1.2276,-529.3561
