special_info,
Kp,Ki,Kd,Kp_pos,Ki_pos,Kd_pos
700.0,490.0,2.75,-0.04,0.0,-0.008
start_time,2801.501
omega,2.0
amplitude,0.0,amp_0,50.0
phase/pi,0.0
time,angle,position,angular_velocity,cart_velocity
0.0,0.0,0.0,0.0,0.0
0.05099999999993088,0.0,0.0,0.0,0.0
0.10299999999961074,-0.0046,6.0,-0.6246,0.0016
0.15799999999990177,-0.0031,30.0,-1.1652,409.0957
0.20899999999983265,0.0153,34.0,-0.2909,1071.4309
0.25900000000001455,0.0031,9.0,1.7673,-590.9066
0.3089999999997417,-0.0107,44.0,-0.7846,326.9231
0.3589999999999236,0.0046,34.0,0.0,252.6758
0.4119999999998072,0.0015,31.0,0.5526,-179.9754
0.4659999999998945,-0.0092,39.0,0.2543,-276.1557
0.5179999999995744,-0.0077,65.0,-1.2547,565.4102
0.5719999999996617,0.0061,64.0,-0.2506,468.1818
0.6229999999995925,-0.0046,70.0,0.3255,-188.8145
0.6739999999999782,-0.0077,96.0,0.0,159.5425
0.7269999999998618,0.0,123.0,-0.9681,933.908
0.7779999999997926,-0.0031,144.0,0.302,468.4971
0.8309999999996762,-0.0061,183.0,0.2552,280.5256
0.8829999999998108,-0.0061,222.0,0.0,597.6953
0.9359999999996944,-0.0077,267.0,0.0,620.2314
0.987999999999829,-0.0077,320.0,-0.2445,821.3407
1.0419999999999163,-0.0077,378.0,-0.2423,991.2108
1.0960000000000036,-0.0061,440.0,0.4843,946.6121
1.1499999999996362,-0.0046,514.0,0.4811,921.5551
1.2049999999999272,-0.0077,592.0,0.2398,1086.4886
1.2599999999997635,-0.0077,676.0,0.2359,1130.3562
1.3149999999995998,-0.0107,765.0,0.2357,1333.5823
1.3659999999999854,-0.0107,847.0,0.4668,1487.2396
1.4149999999999636,-0.0123,938.0,0.2336,1530.6621
1.4710000000000036,-0.0138,1042.0,0.0,1575.4088
1.5219999999999345,-0.0169,1139.0,0.2293,1734.1138
1.5719999999996617,-0.0199,1240.0,-0.2295,1772.5356
1.6219999999998436,-0.0215,1342.0,-0.2275,1953.5714
1.6729999999997744,-0.0261,1446.0,0.0,1968.6339
1.7229999999999563,-0.0291,1551.0,0.2273,1925.1404
1.7739999999998872,-0.0337,1656.0,0.2276,1958.2211
1.8239999999996144,-0.0399,1763.0,-0.2275,2072.1987
1.8739999999997963,-0.0491,1864.0,-0.4557,1870.9346
1.9259999999999309,-0.0522,1964.0,0.0,1960.5452
1.975999999999658,-0.0644,2057.0,-0.2294,2043.4949
2.02599999999984,-0.0736,2140.0,-0.4658,1933.089
2.080999999999676,-0.0844,2221.0,0.0,1644.3834
2.1359999999999673,-0.0951,2284.0,0.4828,1408.5299
2.188999999999851,-0.1074,2325.0,0.0,1160.7914
