special_info,
Kp,Ki,Kd,Kp_pos,Ki_pos,Kd_pos
450.0,315.0,4.00,-0.043,0,-0.0083
start_time,1302.81
omega,2.0
amplitude,0.0,amp_0,50.0
phase/pi,0.0
time,angle,position,angular_velocity,cart_velocity
0.0,0.0015,0.0,0.0,0.0
0.049999999999954525,0.0061,5.0,-0.5945,649.9992
0.10000000000013642,0.0092,-1.0,0.7555,299.9969
0.1510000000000673,0.0031,-10.0,1.1878,-550.0023
0.20299999999997453,-0.0107,5.0,-0.2973,-874.995
0.2540000000001328,-0.0077,16.0,-1.0398,0.0065
0.30500000000006366,-0.0077,12.0,-0.6246,0.0073
0.35799999999994725,-0.0031,18.0,-0.8915,227.2781
0.41000000000008185,0.0015,17.0,-0.3051,375.0023
0.4600000000000364,0.0092,0.0,-0.2518,303.4502
0.5140000000001237,0.0,5.0,-0.3233,247.7273
0.5670000000000073,0.0015,3.0,-0.6412,380.9344
0.6180000000001655,0.0015,5.0,-0.3077,408.694
0.6700000000000728,0.0046,-4.0,0.0,290.8676
0.7240000000001601,0.0107,1.0,0.2518,574.7126
0.7740000000001146,0.0031,-8.0,0.8189,-339.0281
0.8269999999999982,0.0015,-3.0,0.4091,-222.2766
0.8800000000001091,0.0,2.0,0.3275,-179.5091
0.93100000000004,-0.0061,6.0,0.0,-297.4885
0.9819999999999709,-0.0046,12.0,0.0,-83.1461
1.0360000000000582,-0.0123,18.0,-0.6133,-83.9618
1.0879999999999654,-0.0031,16.0,-0.6468,235.0505
1.1410000000000764,-0.0031,11.0,-0.4083,265.1515
1.1929999999999836,0.0031,8.0,-0.5091,364.6697
1.2440000000001419,0.0046,-3.0,0.5552,-163.4409
1.2940000000000964,0.0046,-5.0,0.4512,-151.0893
1.3450000000000273,-0.0015,2.0,0.0,-218.9328
1.3980000000001382,-0.0031,4.0,0.0,-225.4973
1.4490000000000691,-0.0046,6.0,0.0,-505.423
1.5009999999999764,-0.0015,12.0,-0.6492,208.2437
1.553000000000111,-0.0077,12.0,-0.9031,-109.9537
1.606999999999971,-0.0077,14.0,-0.9837,219.8012
1.6580000000001291,-0.0015,12.0,-0.759,350.0
1.70900000000006,0.0046,8.0,-0.253,579.8929
1.7619999999999436,0.0015,-1.0,0.8218,-255.7604
1.8140000000000782,-0.0015,1.0,0.5101,-295.5257
1.8669999999999618,0.0015,-6.0,0.5106,-261.4943
1.9230000000000018,-0.0077,3.0,0.0,-194.2661
1.9729999999999563,-0.0031,11.0,-0.4552,146.2204
2.0240000000001146,-0.0046,14.0,-0.6141,148.5588
2.0750000000000455,0.0,8.0,-0.5151,326.6518
2.130000000000109,0.0,11.0,-0.7476,407.9698
2.1829999999999927,0.0046,6.0,-0.5146,287.5284
2.2350000000001273,0.0015,12.0,-0.5015,327.5463
2.2910000000001673,0.0031,9.0,-0.5044,431.7792
2.341000000000122,0.0031,-2.0,0.5558,-139.6727
2.3920000000000528,0.0031,-4.0,0.654,-93.6782
2.4429999999999836,0.0031,-1.0,0.8976,-105.6818
2.494000000000142,0.0077,-3.0,0.4524,-9.0909
2.5440000000000964,0.0031,-7.0,0.7273,-259.0703
2.5950000000000273,0.0015,-9.0,1.0065,-389.7392
2.644999999999982,0.0015,-3.0,0.7425,-4.6729
2.699000000000069,0.0061,-4.0,0.0,326.1563
2.75,0.0,-8.0,0.5917,-377.4938
2.8010000000001583,-0.0015,-6.0,0.5115,-346.2312
2.8510000000001128,-0.0061,-4.0,0.2537,-280.7392
2.9020000000000437,-0.0061,-4.0,-0.2537,-409.2225
2.951999999999998,-0.0046,-1.0,0.0,-153.0528
3.0030000000001564,-0.0046,0.0,-0.4548,17.4129
3.0540000000000873,-0.0061,9.0,-0.4538,183.5749
3.105000000000018,-0.0015,6.0,0.0,153.2738
3.158000000000129,0.0,7.0,-1.0051,367.1492
3.2100000000000364,0.0015,8.0,-0.5029,510.1124
3.2619999999999436,0.0046,-2.0,0.4483,2.2321
3.313000000000102,0.0031,-2.0,0.4489,3.3937
3.3630000000000564,0.0092,-3.0,0.4497,-2.2727
