special_info,
Kp,Ki,Kd,Kp_pos,Ki_pos,Kd_pos
600.0,420.0,2.00,-0.040,0,-0.0200
start_time,3040.779
omega,2.0
amplitude,0.0,amp_0,50.0
phase/pi,0.0
time,angle,position,angular_velocity,cart_velocity
0.0,0.0,0.0,0.0,0.0
0.05099999999993088,0.0,0.0,0.0,0.0
0.10100000000011278,0.0015,1.0,0.6318,333.3333
0.15299999999979264,-0.0138,7.0,0.0,-714.2826
0.20499999999992724,0.0215,39.0,-1.0052,1336.6029
0.25700000000006185,-0.0291,41.0,0.2596,-413.989
0.30900000000019645,0.0245,50.0,0.0,589.0909
0.36000000000012733,-0.023,101.0,-0.6301,199.9035
0.4149999999999636,0.023,74.0,1.0302,477.135
0.46900000000005093,-0.0123,159.0,-0.4899,538.7465
0.5210000000001855,0.0092,139.0,1.2923,-136.9581
0.5760000000000218,-0.0046,254.0,-0.6978,1274.1758
0.6289999999999054,-0.0169,254.0,1.5464,-8.8785
0.6829999999999927,-0.0123,364.0,-0.9212,1335.7142
0.73700000000008,-0.023,404.0,0.494,807.6923
0.79300000000012,-0.0184,490.0,0.0,1197.3982
0.8470000000002074,-0.0322,553.0,0.2399,1083.4368
0.9020000000000437,-0.0307,628.0,0.4788,1213.7681
0.956000000000131,-0.0399,696.0,0.4851,1032.0718
1.0100000000002183,-0.043,756.0,0.4838,1164.9573
1.0650000000000546,-0.0522,824.0,0.2424,1077.708
1.1159999999999854,-0.0522,848.0,0.6038,786.1635
1.1700000000000728,-0.0568,909.0,-0.4844,1285.075
1.22400000000016,-0.0537,890.0,1.4506,-209.9692
1.2779999999997926,-0.0368,967.0,-0.6951,1949.3927
1.3330000000000837,-0.066,947.0,0.9657,-177.3212
1.3890000000001237,-0.043,994.0,-1.6467,1947.0046
1.443000000000211,-0.0675,959.0,1.1984,-470.3846
1.4960000000000946,-0.023,977.0,-1.2056,1193.1818
1.5509999999999309,-0.066,965.0,0.7243,-534.4119
1.6050000000000182,-0.0199,942.0,-0.5015,441.0632
1.655999999999949,-0.0644,961.0,-0.447,-24.9743
1.706000000000131,-0.0337,888.0,1.6749,-538.8777
1.7559999999998581,-0.0414,929.0,-1.4499,946.7272
1.8110000000001492,-0.0506,838.0,1.6065,-1666.2109
1.8649999999997817,-0.0215,843.0,-0.9825,433.1797
1.918999999999869,-0.0445,767.0,1.1649,-1460.3035
1.969000000000051,-0.0092,739.0,-0.5556,-140.6098
2.019999999999982,-0.0445,718.0,-0.4906,-695.9302
2.076000000000022,-0.0092,642.0,0.2408,-662.2203
2.1269999999999527,-0.0322,645.0,-1.3347,-170.2257
2.1829999999999927,-0.0077,555.0,0.706,-956.0439
2.2350000000001273,-0.0199,578.0,-1.5019,180.0314
2.2899999999999636,-0.0046,482.0,1.169,-1153.3578
